Name,category_first,category_2nd,category_3rd,category_4th,category_5th,category_6th,first_purchased_short_code,second_purchased_short_code,third_purchased_short_code,fourth_purchased_short_code,fifth_purchased_short_code,sixth_purchased_short_code,first_purchased_sku,second_purchased_sku,third_purchased_sku,fourth_purchased_sku,fifth_purchased_sku,sixth_purchased_sku,first_order_date,second_order_date,third_order_date,fourth_order_date,fifth_order_date,sixth_order_date,days_between_1st_and_2nd,days_between_2nd_and_3rd,days_between_3rd_and_4th,days_between_4th_and_5th,days_between_5th_and_6th,city,Month-Year,Month Number ,Journey Depth,Is Repeat Buyer? 
179786,"Active Gel, Face Malai",,,,,,"Turmeric Nutmeg (Pigmentation)  Face Malai - 30g, Active Orange Kiwi Vit-C Gel",,,,,,"FC-DM-PG-030, FC-AC-OK-050",,,,,,"May 9, 2025",,,,,,,,,,,Mumbai,2025-05,5,1,0
179822,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,,,,,,FC-HHDM-TV-050,,,,,,"Mar 5, 2026",,,,,,,,,,,Jaipur,2026-03,3,1,0
180183,Aloe Vera Gel,Face Malai,,,,,Aloe Vera Gel - 40 gms,Cocoa Mogra (Overnight) Face Malai - 50g,,,,,FC-HG-PA-040,FC-DM-NR-050,,,,,"Apr 2, 2024","Mar 5, 2025",,,,,337,,,,,Chennai,2024-04,4,2,1
180827,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Mar 31, 2024",,,,,,,,,,,Pune,2024-03,3,1,0
181133,"Active Gel, Face Malai",,,,,,"Turmeric Nutmeg (Pigmentation)  Face Malai - 30g, Active Olive Vit-E Night Gel",,,,,,"FC-AC-OV-050, FC-DM-PG-030",,,,,,"Dec 21, 2024",,,,,,,,,,,Ludhiana,2024-12,12,1,0
181208,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 4, 2024",,,,,,,,,,,Etah,2024-06,6,1,0
181449,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jan 28, 2025",,,,,,,,,,,Gautam Buddha Nagar,2025-01,1,1,0
181662,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Sep 9, 2024",,,,,,,,,,,Mysuru,2024-09,9,1,0
181724,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Mar 9, 2025",,,,,,,,,,,Amritsar,2025-03,3,1,0
181808,Active Gel,,,,,,Active Olive Vit-E Night Gel,,,,,,FC-AC-OV-050,,,,,,"Jan 6, 2025",,,,,,,,,,,Gautam Buddha Nagar,2025-01,1,1,0
182175,Face Malai,Face Malai,Active Gel,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,"Active Olive Vit-E Night Gel, Active Neem TeaTree Gel, Active Orange Kiwi Vit-C Gel",,,,FC-HHDM-FC-050,FC-HHDM-FC-050,"FC-AC-OK-050, FC-AC-OV-050, FC-AC-NT-050",,,,"Sep 10, 2024","Oct 22, 2024","Jan 3, 2025",,,,42,73,,,,Ernakulam,2024-09,9,3,1
182191,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Oct 15, 2025",,,,,,,,,,,Chennai,2025-10,10,1,0
182406,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Dec 12, 2024",,,,,,,,,,,New Delhi,2024-12,12,1,0
182740,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 30, 2025",,,,,,,,,,,Faridabad,2025-05,5,1,0
182823,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 20, 2024",,,,,,,,,,,Udaipur,2024-02,2,1,0
182826,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 6, 2024",,,,,,,,,,,Pune,2024-03,3,1,0
183470,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Apr 3, 2025",,,,,,,,,,,New Delhi,2025-04,4,1,0
183738,Face Malai,Face Malai,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,FC-HDDM-FB-030,FC-DM-PG-030,,,,,"Apr 23, 2025","Dec 21, 2025",,,,,242,,,,,Pune,2025-04,4,2,1
184047,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 18, 2025",,,,,,,,,,,Goa,2025-05,5,1,0
184137,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Sep 5, 2025",,,,,,,,,,,Pune,2025-09,9,1,0
185048,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Nov 24, 2024",,,,,,,,,,,Gurgaon,2024-11,11,1,0
185430,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Apr 8, 2025",,,,,,,,,,,Gurgaon,2025-04,4,1,0
185986,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Jan 7, 2025",,,,,,,,,,,Rajkot,2025-01,1,1,0
186705,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jun 19, 2026",,,,,,,,,,,Bengaluru,2026-06,6,1,0
186746,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Apr 15, 2024",,,,,,,,,,,Gurgaon,2024-04,4,1,0
186913,Face Malai,Face Malai,Aloe Vera Gel,"Active Gel, Face Malai",,,"Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",Cocoa Mogra (Overnight) Face Malai - 30g,Aloe Vera Gel - 80 gms,"Cocoa Mogra (Overnight) Face Malai - 30g, Active Beetroot Tomato Vit-A Gel",,,"FC-HDDM-TR-030, FC-DM-NR-030",FC-DM-NR-030,FC-HG-PA-080,"FC-AC-BT-050, FC-DM-NR-030",,,"Jun 13, 2024","Jul 17, 2024","Jan 27, 2025","May 24, 2026",,,34,194,482,,,Gautam Buddha Nagar,2024-06,6,4,1
187100,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,,,,,,FC-HDDM-FB-050,,,,,,"Nov 7, 2025",,,,,,,,,,,Secunderabad,2025-11,11,1,0
187823,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,,,,,,FC-DM-PG-050,,,,,,"Aug 10, 2024",,,,,,,,,,,Bagalkot,2024-08,8,1,0
188148,Face Malai,,,,,,"Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",,,,,,"FC-CWDM-TP-030, FC-DM-PG-030",,,,,,"Sep 29, 2024",,,,,,,,,,,Nainital,2024-09,9,1,0
188185,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 13, 2024",,,,,,,,,,,New Delhi,2024-03,3,1,0
188311,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Oct 16, 2024",,,,,,,,,,,Meerut,2024-10,10,1,0
188360,Active Gel,,,,,,Active Olive Vit-E Night Gel,,,,,,FC-AC-OV-050,,,,,,"Oct 23, 2024",,,,,,,,,,,Hooghly,2024-10,10,1,0
188447,Face Malai,Face Malai,Face Malai,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Flax Walnut (Cold) 35+ Face Malai,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,FC-HDDM-FB-030,FC-CWDM-FW-030,"FC-CWDM-FW-030, FC-DM-NR-030",,,,"Jun 7, 2024","Dec 2, 2024","Nov 6, 2025",,,,178,339,,,,Bengaluru,2024-06,6,3,1
189015,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Sep 30, 2025",,,,,,,,,,,Bengaluru,2025-09,9,1,0
189084,"Active Gel, Aloe Vera Gel",Aloe Vera Gel,,,,,"Aloe Vera Gel - 80 gms, Active Orange Kiwi Vit-C Gel",Aloe Vera Gel - 80 gms,,,,,"FC-HG-PA-080, FC-AC-OK-050",FC-HG-PA-080,,,,,"Dec 18, 2025","Feb 25, 2026",,,,,69,,,,,Mumbai,2025-12,12,2,1
189156,Aloe Vera Gel,Face Malai,,,,,Aloe Vera Gel - 40 gms,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,FC-HG-PA-040,"FC-CWDM-FW-030, FC-DM-NR-030",,,,,"Oct 7, 2024","Jan 5, 2025",,,,,90,,,,,Meghalaya,2024-10,10,2,1
189501,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Jun 26, 2025",,,,,,,,,,,New Delhi,2025-06,6,1,0
190359,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 2, 2025",,,,,,,,,,,Jabalpur,2025-01,1,1,0
190614,Face Malai,Aloe Vera Gel,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Aloe Vera Gel - 80 gms,,,,,FC-HHDM-FC-030,FC-HG-PA-080,,,,,"Jul 11, 2025","Nov 4, 2025",,,,,116,,,,,Chennai,2025-07,7,2,1
191152,"Aloe Vera Gel, Face Malai","Active Gel, Aloe Vera Gel",,,,,"Aloe Vera Gel - 80 gms, Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g","Aloe Vera Gel - 80 gms, Active Olive Vit-E Night Gel",,,,,"FC-HG-PA-080, FC-HHDM-TV-050","FC-AC-OV-050, FC-HG-PA-080",,,,,"Mar 16, 2026","Apr 27, 2026",,,,,42,,,,,Kolkata,2026-03,3,2,1
191273,Face Malai,Face Malai,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,,,,,FC-HHDM-FC-030,FC-HDDM-TR-050,,,,,"May 11, 2025","May 25, 2025",,,,,14,,,,,New Delhi,2025-05,5,2,1
191326,Face Malai,Face Malai,Aloe Vera Gel,,,,"Flax Carrot (Hot Humid) 35+ Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",Flax Walnut (Cold) 35+ Face Malai,Aloe Vera Gel - 80 gms,,,,"FC-HHDM-FC-030, FC-DM-NR-030",FC-CWDM-FW-030,FC-HG-PA-080,,,,"Feb 11, 2024","Dec 15, 2024","Mar 4, 2025",,,,308,79,,,,Bengaluru,2024-02,2,3,1
191387,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Apr 4, 2025",,,,,,,,,,,Secunderabad,2025-04,4,1,0
191565,Face Malai,"Active Gel, Face Malai",Face Malai,Face Malai,Face Malai,,Clove Tea-Tree (Anti-Acne) Face Malai,"Clove Tea-Tree (Anti-Acne) Face Malai, Active Neem TeaTree Gel",Clove Tea-Tree (Anti-Acne) Face Malai,"Clove Tea-Tree (Anti-Acne) Face Malai, Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g, Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g","Clove Tea-Tree (Anti-Acne) Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,FC-DM-AA-030,"FC-DM-AA-030, FC-AC-NT-050",FC-DM-AA-030,"FC-DM-AA-030, FC-HDDM-FB-030, FC-HDDM-TR-030","FC-DM-AA-030, FC-DM-NR-030",,"Dec 8, 2025","Dec 25, 2025","Jan 14, 2026","Jan 26, 2026","Mar 7, 2026",,17,20,12,40,,Secunderabad,2025-12,12,5,1
191595,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 1, 2024",,,,,,,,,,,Guwahati,2024-02,2,1,0
191890,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 19, 2024",,,,,,,,,,,Indore,2024-01,1,1,0
191942,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 17, 2024",,,,,,,,,,,Bengaluru,2024-04,4,1,0
192153,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jun 2, 2026",,,,,,,,,,,Srinagar,2026-06,6,1,0
192253,Active Gel,,,,,,Active Beetroot Tomato Vit-A Gel,,,,,,FC-AC-BT-050,,,,,,"Aug 4, 2024",,,,,,,,,,,Rewari,2024-08,8,1,0
192419,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jul 13, 2025",,,,,,,,,,,Gautam Buddha Nagar,2025-07,7,1,0
192768,Active Gel,Active Gel,Aloe Vera Gel,Active Gel,,,Active Orange Kiwi Vit-C Gel,Active Beetroot Tomato Vit-A Gel,Aloe Vera Gel - 40 gms,Active Beetroot Tomato Vit-A Gel,,,FC-AC-OK-050,FC-AC-BT-050,FC-HG-PA-040,FC-AC-BT-050,,,"Sep 9, 2024","Dec 22, 2024","Dec 28, 2024","Feb 16, 2025",,,104,6,50,,,Mumbai,2024-09,9,4,1
192777,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Jan 18, 2026",,,,,,,,,,,Dungarpur,2026-01,1,1,0
193543,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Jan 18, 2024",,,,,,,,,,,Sibsagar,2024-01,1,1,0
193766,Face Malai,Face Malai,Aloe Vera Gel,,,,"Cocoa Mogra (Overnight) Face Malai - 30g, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",Clove Tea-Tree (Anti-Acne) Face Malai,Aloe Vera Gel - 40 gms,,,,"FC-DM-PG-030, FC-DM-NR-030",FC-DM-AA-030,FC-HG-PA-040,,,,"Jul 14, 2024","Jul 18, 2024","Nov 15, 2024",,,,4,120,,,,Mumbai,2024-07,7,3,1
193848,Face Malai,Face Malai,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,FC-DM-DP-030,FC-DM-AA-030,,,,,"Mar 9, 2025","Jun 25, 2026",,,,,473,,,,,Bengaluru,2025-03,3,2,1
194534,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 2, 2024",,,,,,,,,,,Bengaluru,2024-01,1,1,0
194827,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Mar 5, 2026",,,,,,,,,,,Faridabad,2026-03,3,1,0
194937,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 28, 2024",,,,,,,,,,,Rajouri,2024-02,2,1,0
195938,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Aug 19, 2024",,,,,,,,,,,Bengaluru,2024-08,8,1,0
195944,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 21, 2024",,,,,,,,,,,Chennai,2024-02,2,1,0
196026,Active Gel,,,,,,Active Neem TeaTree Gel,,,,,,FC-AC-NT-050,,,,,,"Oct 27, 2024",,,,,,,,,,,Bengaluru,2024-10,10,1,0
196622,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Oct 8, 2025",,,,,,,,,,,Kolkata,2025-10,10,1,0
196712,Face Malai,"Active Gel, Face Malai",Face Malai,Face Malai,Face Malai,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,"Flax Carrot (Hot Humid) 35+ Face Malai - 50g, Active Orange Kiwi Vit-C Gel",Flax Walnut (Cold) 35+ Face Malai,"Flax Carrot (Hot Humid) 35+ Face Malai - 50g, Cocoa Mogra (Overnight) Face Malai - 50g ",Flax Carrot (Hot Humid) 35+ Face Malai - 50g,,FC-HHDM-FC-030,"FC-HHDM-FC-050, FC-AC-OK-050",FC-CWDM-FW-030,"FC-DM-NR-050, FC-HHDM-FC-050",FC-HHDM-FC-050,,"May 29, 2024","Jul 22, 2024","Dec 17, 2024","Feb 16, 2025","Jun 11, 2025",,54,148,61,115,,Chandigarh,2024-05,5,5,1
196948,Aloe Vera Gel,Face Malai,,,,,Aloe Vera Gel - 80 gms,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,,,,,FC-HG-PA-080,FC-DM-PG-050,,,,,"Aug 6, 2025","Dec 22, 2025",,,,,138,,,,,Tumakuru,2025-08,8,2,1
197371,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jun 11, 2025",,,,,,,,,,,Bengaluru,2025-06,6,1,0
197493,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Apr 18, 2025",,,,,,,,,,,Kanpur,2025-04,4,1,0
198049,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Aug 7, 2025",,,,,,,,,,,Srinagar,2025-08,8,1,0
198582,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"May 10, 2026",,,,,,,,,,,Darjeeling,2026-05,5,1,0
198825,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Feb 5, 2025",,,,,,,,,,,Ranchi,2025-02,2,1,0
199273,Face Malai,Face Malai,"Active Gel, Face Malai",Face Malai,Face Malai,Face Malai,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,"Flax Carrot (Hot Humid) 35+ Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g, Active Olive Vit-E Night Gel",Flax Walnut (Cold) 35+ Face Malai,Cocoa Mogra (Overnight) Face Malai - 30g,Flax Walnut (Cold) 35+ Face Malai,FC-HHDM-FC-030,FC-HHDM-FC-050,"FC-AC-OV-050, FC-DM-NR-030, FC-HHDM-FC-030",FC-CWDM-FW-030,FC-DM-NR-030,FC-CWDM-FW-030,"Aug 1, 2024","Aug 15, 2024","Sep 24, 2024","Nov 9, 2024","Nov 30, 2024","Dec 9, 2024",14,40,46,21,9,Kolkata,2024-08,8,6,1
199287,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Jun 23, 2026",,,,,,,,,,,Ernakulam,2026-06,6,1,0
199979,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Feb 5, 2024",,,,,,,,,,,New Delhi,2024-02,2,1,0
200296,Aloe Vera Gel,Face Malai,Aloe Vera Gel,Face Malai,,,Aloe Vera Gel - 40 gms,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Aloe Vera Gel - 40 gms,Cocoa Mogra (Overnight) Face Malai - 30g,,,FC-HG-PA-040,FC-HDDM-FB-030,FC-HG-PA-040,FC-DM-NR-030,,,"May 4, 2024","May 30, 2024","Jun 25, 2024","Dec 3, 2024",,,26,26,161,,,Jaipur,2024-05,5,4,1
201062,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"May 8, 2025",,,,,,,,,,,Keonjhar,2025-05,5,1,0
201134,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"May 15, 2026",,,,,,,,,,,Coimbatore,2026-05,5,1,0
201238,Active Gel,,,,,,"Active Olive Vit-E Night Gel, Active Orange Kiwi Vit-C Gel",,,,,,"FC-AC-OV-050, FC-AC-OK-050",,,,,,"Mar 15, 2024",,,,,,,,,,,Bhatinda,2024-03,3,1,0
201344,Face Malai,"Active Gel, Face Malai",,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,"Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g, Active Olive Vit-E Night Gel",,,,,FC-DM-DP-030,"FC-HDDM-FB-050, FC-AC-OV-050",,,,,"Jan 17, 2025","Feb 13, 2025",,,,,27,,,,,Ahmedabad,2025-01,1,2,1
201455,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 3, 2024",,,,,,,,,,,Ghaziabad,2024-03,3,1,0
201692,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 80 gms, Turmeric Nutmeg (Pigmentation)  Face Malai - 50g ",,,,,,"FC-DM-PG-050, FC-HG-PA-080",,,,,,"Apr 12, 2025",,,,,,,,,,,Bengaluru,2025-04,4,1,0
201812,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Aug 17, 2025",,,,,,,,,,,Mumbai,2025-08,8,1,0
201976,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Nov 17, 2024",,,,,,,,,,,Pune,2024-11,11,1,0
202061,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"May 9, 2024",,,,,,,,,,,Sangrur,2024-05,5,1,0
202449,"Active Gel, Face Malai",Face Malai,Aloe Vera Gel,,,,"Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g, Active Orange Kiwi Vit-C Gel",Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Aloe Vera Gel - 40 gms,,,,"FC-HDDM-FB-030, FC-AC-OK-050",FC-HHDM-FC-030,FC-HG-PA-040,,,,"May 15, 2024","Oct 8, 2024","Jan 1, 2025",,,,146,85,,,,Tirupur,2024-05,5,3,1
202572,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 7, 2025",,,,,,,,,,,New Delhi,2025-05,5,1,0
203233,Face Malai,,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,,FC-HDDM-TR-030,,,,,,"May 31, 2024",,,,,,,,,,,Faridabad,2024-05,5,1,0
203272,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Jul 4, 2026",,,,,,,,,,,Thane,2026-07,7,1,0
203565,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Dec 4, 2024",,,,,,,,,,,Dhenkanal,2024-12,12,1,0
204532,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 7, 2024",,,,,,,,,,,Bengaluru,2024-04,4,1,0
204622,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"May 3, 2026",,,,,,,,,,,Gwalior,2026-05,5,1,0
204952,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 28, 2025",,,,,,,,,,,Barrackpore,2025-04,4,1,0
205074,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jul 22, 2024",,,,,,,,,,,Chandigarh,2024-07,7,1,0
205544,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Aug 11, 2025",,,,,,,,,,,Mumbai,2025-08,8,1,0
206501,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 30, 2024",,,,,,,,,,,New Delhi,2024-06,6,1,0
206965,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Aug 14, 2024",,,,,,,,,,,Coimbatore,2024-08,8,1,0
207151,Active Gel,,,,,,Active Olive Vit-E Night Gel,,,,,,FC-AC-OV-050,,,,,,"Aug 18, 2025",,,,,,,,,,,Ranchi,2025-08,8,1,0
207225,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Aug 29, 2024",,,,,,,,,,,Baruipur,2024-08,8,1,0
207863,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 24, 2024",,,,,,,,,,,Ghaziabad,2024-01,1,1,0
207953,Face Malai,,,,,,"Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-HHDM-TV-030, FC-DM-NR-030",,,,,,"Jul 4, 2025",,,,,,,,,,,Chennai,2025-07,7,1,0
208177,Face Malai,Aloe Vera Gel,Active Gel,,,,Clove Tea-Tree (Anti-Acne) Face Malai,Aloe Vera Gel - 40 gms,Active Orange Kiwi Vit-C Gel,,,,FC-DM-AA-030,FC-HG-PA-040,FC-AC-OK-050,,,,"Aug 7, 2024","Sep 6, 2024","Nov 14, 2025",,,,30,434,,,,Vijayawada,2024-08,8,3,1
209197,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 1, 2024",,,,,,,,,,,Bengaluru,2024-06,6,1,0
209247,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Jan 4, 2024",,,,,,,,,,,Guwahati,2024-01,1,1,0
209295,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 7, 2025",,,,,,,,,,,Vadodara,2025-04,4,1,0
210585,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Aug 16, 2024",,,,,,,,,,,Secunderabad,2024-08,8,1,0
211671,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 23, 2024",,,,,,,,,,,Bankura,2024-05,5,1,0
211797,"Active Gel, Aloe Vera Gel",,,,,,"Aloe Vera Gel - 40 gms, Active Orange Kiwi Vit-C Gel",,,,,,"FC-HG-PA-040, FC-AC-OK-050",,,,,,"Apr 27, 2024",,,,,,,,,,,Bengaluru,2024-04,4,1,0
