id,created_at,customer_id,product_category,product_variant,age,skin_type,hair_type,NPS Score For Brand,NPS Score For Product,Brand Customer Migrated From,What do you like about Nat Habit,What do you not like about Nat Habit,Like Product,Not like Product
265272,"Aug 20, 2025, 16:41",4631074,Soap,Tomato Basil - Pack of 2,31,Dry,Dry scalp & Frizzy hair|Dry & Damaged,8,5,Fiama,,,Good smell,Dries out skin post wash|Product is expensive
275670,"Aug 28, 2025, 17:18",3503808,Tikta,Moringa Vit-C Tikta Cream Face Wash,41,Oily,Dry scalp & Frizzy hair|Oily scalp,10,10,Soap,,,Good cleansing effect|Leaves face feeling refreshed post-wash|Does not contain SLS and parabens|Made of only natural good quality ingredients,Product is expensive|Dries out my skin
273074,"Aug 27, 2025, 16:15",867947,Tikta,Ubtan Tikta Face Wash,25,Normal,Oily scalp|Straight hair|Dry scalp & Frizzy hair,10,10,Mamaearth,,,Good cleansing effect,No complaints- love the product!
272956,"Aug 27, 2025, 16:15",3283910,Tikta,Ubtan Tikta Face Wash,42,Normal,Curly / Wavy hair,10,10,Medimix,,,Good cleansing effect|Made of only natural good quality ingredients|Leaves face feeling refreshed post-wash|Good value for money|Non-drying and gentle on skin,Product is expensive
272724,"Aug 25, 2025, 16:20",4740697,Tikta,Bitter Neem Tikta Cream Face Wash,38,Oily,Dry & Damaged,10,10,Mamaearth,,,Made of only natural good quality ingredients|Good cleansing effect|Leaves face feeling refreshed post-wash|Good value for money|Non-drying and gentle on skin|Does not contain SLS and parabens,No complaints- love the product!
269707,"Aug 24, 2025, 12:35",1093284,Tikta,"Bitter Neem Tikta Gel Face Wash, Masoor Dal Tikta Face Wash, Kali Mitti Face Wash",59,Sensitive,Straight hair|Normal|Coloured,10,10,Himalaya,,,Made of only natural good quality ingredients|Good cleansing effect|Leaves face feeling refreshed post-wash|Good value for money|Non-drying and gentle on skin|Does not contain SLS and parabens,No complaints- love the product!
269449,"Aug 23, 2025, 14:50",1369488,Tikta,"Masoor Dal Tikta Face Wash, Moringa Vit-C Tikta Cream Face Wash",58,Normal,Oily scalp,10,10,Clean & Clear,,,Made of only natural good quality ingredients|Good cleansing effect|Leaves face feeling refreshed post-wash|Good value for money|Non-drying and gentle on skin|Does not contain SLS and parabens,No
266482,"Aug 21, 2025, 18:22",4640305,Tikta,Ubtan Tikta Face Wash,44,Oily,Curly / Wavy hair|Dry & Damaged|Dry scalp & Frizzy hair|Coloured,10,10,Mamaearth,,,Good cleansing effect|Leaves face feeling refreshed post-wash|Made of only natural good quality ingredients|Non-drying and gentle on skin|Does not contain SLS and parabens,Product is expensive
260097,"Aug 16, 2025, 12:45",4709209,Tikta,Masoor Dal Tikta Face Wash,30,Normal,Normal,10,10,Dot and Key,,,Good cleansing effect|Leaves face feeling refreshed post-wash|Good value for money|Non-drying and gentle on skin|Does not contain SLS and parabens|Made of only natural good quality ingredients,No complaints- love the product!
258678,"Aug 15, 2025, 17:29",4704428,Tikta,Moringa Vit-C Tikta Cream Face Wash,36,Normal,Curly / Wavy hair,10,10,Himalaya,,,Made of only natural good quality ingredients|Good cleansing effect|Leaves face feeling refreshed post-wash|Good value for money|Non-drying and gentle on skin,No complaints- love the product!
255122,"Aug 12, 2025, 13:54",3128019,Tikta,Ubtan Tikta Face Wash,40,Normal,Normal,10,10,Nat Habit is my first!,,,Good cleansing effect,Product is expensive
249064,"Aug 6, 2025, 12:35",1889282,Tikta,Bitter Milk Tikta Cream Face Wash,32,Combination,Dry scalp & Frizzy hair|Curly / Wavy hair,10,10,Clean & Clear,,,Leaves face feeling refreshed post-wash|Good cleansing effect|Made of only natural good quality ingredients,Dries out my skin
248957,"Aug 6, 2025, 12:35",3330232,Tikta,Kali Mitti Face Wash,35,Oily,Dry scalp & Frizzy hair|Normal,10,10,Himalaya,,,Made of only natural good quality ingredients,Product is expensive
247841,"Aug 4, 2025, 17:05",2771522,Tikta,Bitter Neem Tikta Gel Face Wash,26,Oily,Straight hair,10,10,Cetaphil,,,Made of only natural good quality ingredients|Good cleansing effect|Leaves face feeling refreshed post-wash|Good value for money|Non-drying and gentle on skin,No complaints- love the product!
247130,"Aug 4, 2025, 17:04",4346308,Tikta,Ubtan Tikta Face Wash,32,Sensitive,Dry & Damaged,10,10,Nat Habit is my first!,,,Made of only natural good quality ingredients,No complaints- love the product!
276464,"Aug 28, 2025, 17:18",4738580,Tikta,"Brightening Ubtan Face Wash - Pack of 2, Roasted Chicory Tikta Cream Face Wash",19,Combination,Normal,8,9,Mamaearth,,,Made of only natural good quality ingredients|Non-drying and gentle on skin,Product is expensive
274622,"Aug 27, 2025, 16:17",168694,Tikta,Kali Mitti Face Wash,33,Combination,Curly / Wavy hair|Normal,9,9,Nat Habit is my first!,,,Good cleansing effect|Leaves face feeling refreshed post-wash,Product is expensive|No complaints- love the product!
273976,"Aug 27, 2025, 16:16",3895919,Tikta,Roasted Chicory Tikta Gel Face Wash,35,Oily,Dry scalp & Frizzy hair,5,9,Mamaearth,,,Made of only natural good quality ingredients,No complaints- love the product!
264590,"Aug 20, 2025, 16:40",3268107,Tikta,Moringa Vit-C Tikta Gel Face Wash,40,Sensitive,Normal,9,9,Vedix,,,Good cleansing effect|Leaves face feeling refreshed post-wash|Non-drying and gentle on skin|Does not contain SLS and parabens|Good value for money|Made of only natural good quality ingredients,No complaints- love the product!
260989,"Aug 18, 2025, 18:41",4593934,Tikta,Ubtan Tikta Face Wash,50,Combination,Dry scalp & Frizzy hair,8,9,Cetaphil,,,Good cleansing effect|Non-drying and gentle on skin,No complaints- love the product!
259803,"Aug 16, 2025, 12:44",2455815,Tikta,Masoor Dal Tikta Face Wash,52,Combination,Normal,9,9,Himalaya,,,Good cleansing effect|Made of only natural good quality ingredients|Leaves face feeling refreshed post-wash|Non-drying and gentle on skin|Does not contain SLS and parabens,Product is expensive
255436,"Aug 12, 2025, 13:54",195391,Tikta,Bitter Neem Tikta Gel Face Wash,49,Normal,Curly / Wavy hair,10,9,Cosmoderm,,,Good cleansing effect|Does not contain SLS and parabens|Leaves face feeling refreshed post-wash,No complaints- love the product!
248756,"Aug 6, 2025, 12:35",3840248,Tikta,"Ubtan Tikta Face Wash, Moringa Vit-C Tikta Gel Face Wash",19,Normal,Normal,10,9,Nat Habit is my first!,,,Made of only natural good quality ingredients,Gives less foam
248261,"Aug 6, 2025, 12:34",4077201,Tikta,Bitter Neem Tikta Gel Face Wash,46,Oily,Normal,9,9,Himalaya,,,Good cleansing effect,Gives less foam
263967,"Aug 19, 2025, 12:24",4715072,Tikta,Ubtan Tikta Face Wash,26,Combination,Dry scalp & Frizzy hair,8,8,Dot and Key,,,Non-drying and gentle on skin,Gives less foam
258974,"Aug 15, 2025, 17:30",2328654,Tikta,Ubtan Tikta Face Wash,44,Combination,Dry & Damaged,8,8,Nat Habit is my first!,,,Non-drying and gentle on skin|Leaves face feeling refreshed post-wash|Made of only natural good quality ingredients,No complaints- love the product!
259113,"Aug 15, 2025, 17:30",4631445,Tikta,Ubtan Tikta Face Wash,29,Normal,Normal,10,7,Nat Habit is my first!,,,Good cleansing effect,No complaints- love the product!
247865,"Aug 4, 2025, 17:05",2145561,Tikta,"Moringa Vit-C Tikta Gel Face Wash, Ubtan Tikta Face Wash",33,Sensitive,Dry & Damaged,7,7,Cetaphil,,,Good cleansing effect,Do not like consistency of product
274309,"Aug 27, 2025, 16:17",4748583,Tikta,Brightening Ubtan Face Wash - Pack of 2,28,Normal,Dry & Damaged,5,6,Dot and Key,,,Made of only natural good quality ingredients|Does not contain SLS and parabens|Non-drying and gentle on skin,Product is expensive
275807,"Aug 28, 2025, 17:18",92220,Tikta,"Masoor Dal Tikta Face Wash, Bitter Neem Tikta Cream Face Wash",43,Combination,Oily scalp|Coloured|Dry & Damaged|Sensitive scalp,7,5,Derma Co.,,,Made of only natural good quality ingredients|Non-drying and gentle on skin|Does not contain SLS and parabens|Good value for money,"Do not like consistency of product|The Masoor dal Tikta face wash tube puffs up on its own, and contents spurt out when opened."
256820,"Aug 14, 2025, 16:03",4602736,Tikta,Bitter Neem Gel Face Wash - Pack of 2,40,Oily,Straight hair,6,5,Cetaphil,,,Leaves face feeling refreshed post-wash,Product is expensive
275836,"Aug 28, 2025, 17:18",4754764,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,16,Normal,Dry scalp & Frizzy hair,10,10,Home-made,,,Made of all-natural good quality ingredients,Do not like pouch packaging
272707,"Aug 25, 2025, 16:20",4741070,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,45,Dry,Straight hair|Dry & Damaged,5,10,Home-made,,,Skin feels clean and refreshed post wash|Easy to use & apply|Made of all-natural good quality ingredients,No complaints- love the product!
262199,"Aug 18, 2025, 18:42",4710764,Ubtan,Sweet Orange Ubtan - Single Pack,35,Oily,Normal,9,10,Nat Habit is my first!,,,Good value for money,No complaints- love the product!
261190,"Aug 18, 2025, 18:41",284035,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,50,Dry,Straight hair|Dry & Damaged|Dry scalp & Frizzy hair,10,10,Mamaearth,,,Made of all-natural good quality ingredients,No complaints- love the product!
259931,"Aug 16, 2025, 12:45",4528338,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,61,Sensitive,Curly / Wavy hair|Coloured,10,10,Home-made,,,Made of all-natural good quality ingredients,No complaints- love the product!
259257,"Aug 15, 2025, 17:30",4678187,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,45,Dry,Dry scalp & Frizzy hair,10,10,Home-made,,,Made of all-natural good quality ingredients,Quantity of product is less
255433,"Aug 12, 2025, 13:54",4684125,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,38,Sensitive,Oily scalp,8,10,Forest Essentials,,,Skin feels clean and refreshed post wash|Made of all-natural good quality ingredients|Easy to use & apply,No complaints- love the product!
248742,"Aug 6, 2025, 12:35",4458443,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,30,Oily,Oily scalp|Curly / Wavy hair|With severe hairfall,10,10,Nat Habit is my first!,,,Skin feels clean and refreshed post wash|Made of all-natural good quality ingredients|Easy to use & apply,No complaints- love the product!
246469,"Aug 4, 2025, 17:04",4656320,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,57,Dry,Curly / Wavy hair|Coloured|Dry scalp & Frizzy hair,10,10,Home made,,,Skin feels clean and refreshed post wash|Made of all-natural good quality ingredients|Easy to use & apply,No complaints- love the product!
275095,"Aug 28, 2025, 17:17",4759164,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,22,Oily,Dry scalp & Frizzy hair,9,9,Home-made,,,Made of all-natural good quality ingredients|Skin feels clean and refreshed post wash,Do not like pouch packaging
273810,"Aug 27, 2025, 16:16",1215025,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,31,Oily,Oily scalp|Curly / Wavy hair,8,9,Nat Habit is my first!,,,Skin feels clean and refreshed post wash|Made of all-natural good quality ingredients|Easy to use & apply,Quantity of product is less
273776,"Aug 27, 2025, 16:16",2337577,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,36,Normal,Straight hair,8,9,Nat Habit is my first!,,,Made of all-natural good quality ingredients,Quantity of product is less
273771,"Aug 27, 2025, 16:16",866389,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,46,Normal,Curly / Wavy hair,8,9,Mamaearth,,,Skin feels clean and refreshed post wash|Easy to use & apply,Do not like pouch packaging|Quantity of product is less
265354,"Aug 20, 2025, 16:41",4726230,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,26,Combination,Dry scalp & Frizzy hair,8,9,Nat Habit is my first!,,,Made of all-natural good quality ingredients|Good value for money|Skin feels clean and refreshed post wash|Easy to use & apply,No complaints- love the product!
255367,"Aug 12, 2025, 13:54",4357826,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,43,Normal,Normal,10,9,Nat Habit is my first!,,,Easy to use & apply|Skin feels clean and refreshed post wash,No complaints- love the product!
275137,"Aug 28, 2025, 17:17",1808048,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,45,Combination,Straight & curly mix,8,8,Nat Habit is my first!,,,Skin feels clean and refreshed post wash,No complaints- love the product!
274884,"Aug 28, 2025, 17:17",4138414,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,41,Combination,Straight hair|Dry & Damaged,9,8,Mamaearth,,,Skin feels clean and refreshed post wash|Made of all-natural good quality ingredients,Do not like pouch packaging
273306,"Aug 27, 2025, 16:16",4609652,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,60,Sensitive,Curly / Wavy hair|Oily scalp|Frizzy hair,9,8,Home-made,,,Easy to use & apply|Made of all-natural good quality ingredients,Didn't find any improvement of my skin
264698,"Aug 20, 2025, 16:40",4730664,Ubtan,Delicate Rose Ubtan - Pack of 2,42,Normal,Dry scalp & Frizzy hair,8,8,Home-made,,,Easy to use & apply,Quantity of product is less
262387,"Aug 18, 2025, 18:42",4689479,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,37,Combination,Dry & Damaged,7,8,Mamaearth,,,Skin feels clean and refreshed post wash,Do not like smell
249067,"Aug 6, 2025, 12:35",4640267,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,20,Oily,Curly / Wavy hair|Oily scalp|Dry & Damaged,9,8,Nat Habit is my first!,,,Skin feels clean and refreshed post wash|Made of all-natural good quality ingredients|Easy to use & apply,Quantity of product is less
275113,"Aug 28, 2025, 17:17",3216890,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,32,Combination,Oily scalp|Curly / Wavy hair,6,7,Nat Habit is my first!,,,Easy to use & apply|Skin feels clean and refreshed post wash,Quantity of product is less
261079,"Aug 18, 2025, 18:41",195624,Ubtan,Sweet Orange Ubtan - Pack of 2,42,Dry,Normal|Dry & Damaged,7,7,Home-made,,,Skin feels clean and refreshed post wash,Do not like pouch packaging
257521,"Aug 14, 2025, 16:04",4434856,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,31,Normal,Curly / Wavy hair,8,6,Along with home made some other Korean face packs,,,Made of all-natural good quality ingredients|Good value for money|Easy to use & apply,A bit heavy on my skin
256507,"Aug 14, 2025, 16:03",4700550,Ubtan,"Delicate Rose Ubtan - Single Pack, Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan",46,Combination,Straight hair,8,6,Home-made,,,Easy to use & apply|Skin feels clean and refreshed post wash,Quantity of product is less
248675,"Aug 6, 2025, 12:35",4651269,Ubtan,Delicate Rose Daily Ubtan + Sweet Orange Daily Ubtan,32,Normal,Curly / Wavy hair,1,1,Home-made,,,,Quality
248661,"Aug 6, 2025, 12:35",4122083,UnderArm Ubtan,Lemon Drop UnderArm Ubtan - Pack of 2,54,Dry,Curly / Wavy hair|Dry scalp & Frizzy hair|Coloured,10,10,Nat Habit is my first!,,,Made of only good quality natural ingredients|Good value for money|Easy to use & apply|Effective product- I can see the results!,No complaints- love the product!
275747,"Aug 28, 2025, 17:18",1374674,UnderArm Ubtan,Raw Potato Underarm Ubtan + White Yogurt Underarm Ubtan,53,Combination,Straight hair|Oily scalp,8,8,Nat Habit is my first!,,,Made of only good quality natural ingredients|Easy to use & apply,Quantity of product is less|Does not give good exfoliation
